,Mun,UF,Atingido_Alagamentos,Atingido_Des,Atingido_Enchente,Atingido_Enxurrada,Nao_ATV_P&DC,Nao_Instr_Inundacao,Nao_Medida_Estrutural_RRD,Nao_RR_Seca,Nao_Red_Des,Nao_Red_Enchente,Nao_Red_Enxurrada,Tem_Instr_Deslizamento,Tem_Red_Des
352,Cristalândia,TO,0,0,1,0,0,1,0,0,0,1,0,0,0
353,Crixás do Tocantins,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
354,Darcinópolis,TO,0,0,0,0,1,1,0,0,0,0,0,0,0
355,Dianópolis,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
356,Divinópolis do Tocantins,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
357,Dois Irmãos do Tocantins,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Dueré,TO,0,0,0,0,1,1,0,0,0,0,0,0,0
359,Esperantina,TO,0,0,0,0,1,1,1,0,0,0,0,0,0
360,Fátima,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
361,Figueirópolis,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Filadélfia,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
363,Formoso do Araguaia,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Tabocão,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
365,Goianorte,TO,0,0,0,0,1,1,0,0,0,0,0,0,0
366,Goiatins,TO,0,0,1,0,0,1,0,0,0,1,0,1,1
367,Guaraí,TO,1,1,1,1,0,0,0,0,0,0,0,1,1
368,Gurupi,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Ipueiras,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
370,Itacajá,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
371,Itaguatins,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Itapiratins,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
373,Itaporã do Tocantins,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Jaú do Tocantins,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Juarina,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
376,Lagoa da Confusão,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Lagoa do Tocantins,TO,0,0,0,0,1,1,0,0,0,0,0,0,0
378,Lajeado,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
379,Lavandeira,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
380,Lizarda,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
381,Luzinópolis,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
382,Marianópolis do Tocantins,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Mateiros,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
384,Maurilândia do Tocantins,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
385,Miracema do Tocantins,TO,0,0,0,0,0,0,0,0,0,0,0,1,1
386,Miranorte,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Monte do Carmo,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
388,Monte Santo do Tocantins,TO,0,0,0,0,1,1,0,0,0,0,0,1,1
389,Palmeiras do Tocantins,TO,0,0,0,1,0,0,0,0,0,0,0,1,1
390,Muricilândia,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Natividade,TO,0,0,0,0,0,1,0,0,0,0,0,1,1
392,Nazaré,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
393,Nova Olinda,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
394,Nova Rosalândia,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Novo Acordo,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
396,Novo Alegre,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
397,Novo Jardim,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Oliveira de Fátima,TO,0,0,0,0,1,1,0,0,0,0,0,0,0
399,Palmeirante,TO,0,0,1,0,1,0,1,0,0,0,0,1,1
400,Palmeirópolis,TO,0,0,0,0,0,1,0,0,0,0,0,1,1
401,Paraíso do Tocantins,TO,0,0,0,0,0,0,0,0,0,0,0,1,1
402,Paranã,TO,0,0,0,0,0,0,0,0,0,0,0,1,0
403,Pau DArco,TO,0,0,0,0,0,0,0,0,0,0,0,1,1
404,Pedro Afonso,TO,0,0,0,0,0,0,0,0,0,0,0,1,0
405,Peixe,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Pequizeiro,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Colméia,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Pindorama do Tocantins,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
409,Piraquê,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
410,Pium,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Ponte Alta do Bom Jesus,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Ponte Alta do Tocantins,TO,0,0,0,0,1,1,1,0,0,0,0,0,0
413,Porto Alegre do Tocantins,TO,0,0,0,0,0,0,0,0,0,0,0,1,0
414,Porto Nacional,TO,1,0,1,1,0,0,0,0,0,0,0,1,1
415,Praia Norte,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
416,Presidente Kennedy,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
417,Pugmil,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Recursolândia,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Riachinho,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Rio da Conceição,TO,0,0,0,0,1,1,0,0,0,0,0,0,0
421,Rio dos Bois,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
422,Rio Sono,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
423,Sampaio,TO,0,0,0,0,1,1,0,0,0,0,0,0,0
424,Sandolândia,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Santa Fé do Araguaia,TO,0,0,0,0,1,1,0,0,0,0,0,0,0
426,Santa Maria do Tocantins,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
427,Santa Rita do Tocantins,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
428,Santa Rosa do Tocantins,TO,0,0,0,0,1,1,1,0,0,0,0,0,0
429,Santa Tereza do Tocantins,TO,0,0,0,0,1,1,1,0,0,0,0,0,0
430,Santa Terezinha do Tocantins,TO,0,0,0,1,0,0,0,0,0,0,0,0,0
431,São Bento do Tocantins,TO,1,0,1,0,0,1,0,0,0,1,0,0,0
432,São Félix do Tocantins,TO,0,0,0,0,1,1,1,0,0,0,0,0,0
433,São Miguel do Tocantins,TO,1,0,1,1,0,1,0,0,0,0,1,1,1
434,São Salvador do Tocantins,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
435,São Sebastião do Tocantins,TO,0,0,1,0,0,0,0,0,0,1,0,1,1
436,São Valério,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Silvanópolis,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
438,Sítio Novo do Tocantins,TO,0,0,1,0,1,1,0,0,0,1,0,0,0
439,Sucupira,TO,0,0,0,0,1,1,0,0,0,0,0,0,0
440,Taguatinga,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Taipas do Tocantins,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
442,Talismã,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Palmas,TO,1,0,0,0,0,0,0,0,0,0,0,1,1
444,Tocantínia,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
445,Tocantinópolis,TO,1,0,1,1,0,1,0,0,0,0,0,0,0
446,Tupirama,TO,0,0,0,0,1,1,0,0,0,0,0,0,0
447,Tupiratins,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
448,Wanderlândia,TO,0,0,0,0,0,1,0,0,0,0,0,0,0
449,Xambioá,TO,1,0,1,1,1,0,0,0,0,0,0,1,1
450,Açailândia,MA,1,1,1,1,0,0,0,0,0,0,0,1,1
451,Afonso Cunha,MA,1,0,1,1,0,1,0,0,0,0,0,0,0
452,Água Doce do Maranhão,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
453,Alcântara,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
454,Aldeias Altas,MA,0,0,0,1,0,0,0,0,0,0,0,0,0
455,Altamira do Maranhão,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
456,Alto Alegre do Maranhão,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
457,Alto Alegre do Pindaré,MA,1,1,1,1,0,0,0,0,0,0,0,1,1
458,Alto Parnaíba,MA,1,0,1,1,0,0,0,0,0,0,0,1,0
459,Amapá do Maranhão,MA,1,0,1,1,0,1,0,0,0,1,1,1,1
460,Amarante do Maranhão,MA,0,0,0,0,0,1,0,0,0,0,0,1,1
461,Anajatuba,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
462,Anapurus,MA,1,0,1,1,1,0,0,0,0,1,1,1,0
463,Apicum-Açu,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Araguanã,MA,1,0,1,0,0,1,0,0,0,0,0,0,0
465,Araioses,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Arame,MA,1,0,1,1,0,0,0,0,0,0,0,1,1
467,Arari,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Axixá,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
469,Bacabal,MA,1,1,1,1,0,0,1,0,0,0,0,1,1
470,Bacabeira,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
471,Bacuri,MA,0,0,0,1,0,1,0,0,0,0,0,0,0
472,Bacurituba,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Balsas,MA,1,0,1,1,0,0,0,0,0,0,0,1,1
474,Barão de Grajaú,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Barra do Corda,MA,0,1,1,0,0,0,0,0,0,0,0,1,1
476,Barreirinhas,MA,1,0,1,1,0,1,1,0,0,0,0,0,0
477,Belágua,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
478,Bela Vista do Maranhão,MA,1,0,1,1,1,1,0,0,0,1,1,0,0
479,Benedito Leite,MA,1,0,1,1,0,1,0,0,0,1,1,0,0
480,Bequimão,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Bernardo do Mearim,MA,1,0,0,0,0,1,0,0,0,0,0,0,0
482,Boa Vista do Gurupi,MA,1,0,1,1,0,0,0,0,0,1,1,1,1
483,Bom Jardim,MA,1,0,1,0,1,0,0,0,0,1,0,0,0
484,Bom Jesus das Selvas,MA,0,1,0,1,0,1,0,0,0,0,0,0,0
485,Bom Lugar,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
486,Brejo,MA,1,0,1,0,0,0,0,0,0,0,0,1,1
487,Brejo de Areia,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
488,Buriti,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Buriti Bravo,MA,0,0,0,0,1,0,0,0,0,0,0,1,1
490,Buriticupu,MA,0,0,0,0,0,0,0,0,0,0,0,1,1
491,Buritirana,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
492,Cachoeira Grande,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
493,Cajapió,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
494,Cajari,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Campestre do Maranhão,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Cândido Mendes,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
497,Cantanhede,MA,1,0,1,1,0,0,0,0,0,0,0,1,1
498,Capinzal do Norte,MA,0,0,0,0,1,1,0,0,0,0,0,1,1
499,Carolina,MA,1,0,0,0,0,1,0,0,0,0,0,0,0
500,Carutapera,MA,1,0,1,1,0,0,0,0,0,0,0,0,0
501,Caxias,MA,1,1,1,0,0,0,0,0,0,0,0,1,1
502,Cedral,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Central do Maranhão,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Centro do Guilherme,MA,1,0,1,1,0,1,0,0,0,0,0,0,0
505,Centro Novo do Maranhão,MA,0,0,0,0,0,0,0,0,0,0,0,1,1
506,Chapadinha,MA,1,0,1,1,0,1,0,0,0,0,0,0,0
507,Cidelândia,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
508,Codó,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Coelho Neto,MA,1,0,0,1,0,0,0,0,0,0,0,1,1
510,Colinas,MA,0,0,1,1,0,1,0,1,0,1,0,1,1
511,Conceição do Lago-Açu,MA,1,0,1,0,0,0,0,0,0,1,0,1,1
512,Coroatá,MA,0,0,0,0,0,1,0,0,0,0,0,1,1
513,Cururupu,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Davinópolis,MA,1,0,1,1,0,0,0,0,0,0,0,1,1
515,Dom Pedro,MA,1,0,0,0,1,1,0,0,0,0,0,0,0
516,Duque Bacelar,MA,0,0,1,0,1,0,1,0,0,1,0,0,0
517,Esperantinópolis,MA,1,0,1,0,0,0,0,0,0,1,0,0,0
518,Estreito,MA,0,0,0,0,0,0,0,0,0,0,0,1,1
519,Feira Nova do Maranhão,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
520,Fernando Falcão,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
521,Formosa da Serra Negra,MA,1,0,1,1,0,1,0,0,0,1,1,0,0
522,Fortaleza dos Nogueiras,MA,0,0,1,0,1,0,0,0,0,0,0,1,1
523,Fortuna,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
524,Godofredo Viana,MA,1,0,0,0,0,1,0,0,0,0,0,0,0
525,Gonçalves Dias,MA,1,0,1,1,0,1,0,0,0,0,0,1,1
526,Governador Archer,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Governador Edison Lobão,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
528,Governador Eugênio Barros,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Governador Luiz Rocha,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
530,Governador Newton Bello,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
531,Governador Nunes Freire,MA,0,0,0,0,0,0,0,0,0,0,0,1,1
532,Graça Aranha,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
533,Grajaú,MA,1,0,1,1,0,0,0,0,0,0,0,1,1
534,Guimarães,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Humberto de Campos,MA,1,0,1,1,0,0,0,0,0,0,0,0,0
536,Icatu,MA,0,0,0,0,0,1,1,0,0,0,0,1,1
537,Igarapé do Meio,MA,1,0,1,1,0,0,0,0,0,0,0,0,0
538,Igarapé Grande,MA,0,0,0,0,0,1,0,0,0,0,0,1,1
539,Imperatriz,MA,1,1,1,1,0,0,0,0,0,0,0,1,1
540,Itaipava do Grajaú,MA,1,0,1,1,0,1,0,0,0,1,1,0,0
541,Itapecuru Mirim,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
542,Itinga do Maranhão,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
543,Jatobá,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Jenipapo dos Vieiras,MA,1,1,1,1,0,0,0,0,0,0,0,1,1
545,João Lisboa,MA,1,0,0,0,0,1,0,0,0,0,0,0,0
546,Joselândia,MA,0,0,1,0,0,0,0,0,0,0,0,0,0
547,Junco do Maranhão,MA,1,0,1,0,0,1,0,0,0,1,0,0,0
548,Lago da Pedra,MA,1,0,1,0,1,0,1,0,0,0,0,1,1
549,Lago do Junco,MA,0,0,0,0,0,1,0,0,0,0,0,1,1
550,Lago Verde,MA,0,0,0,0,1,1,1,0,0,0,0,0,0
551,Lagoa do Mato,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
552,Lago dos Rodrigues,MA,1,0,1,0,0,1,0,0,0,0,0,0,0
553,Lagoa Grande do Maranhão,MA,1,0,0,1,0,1,0,0,0,0,0,1,1
554,Lajeado Novo,MA,0,0,0,0,0,0,0,0,0,0,0,1,1
555,Lima Campos,MA,1,0,0,0,0,1,0,0,0,0,0,1,1
556,Loreto,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Luís Domingues,MA,1,0,1,1,0,0,0,0,0,1,1,0,0
558,Magalhães de Almeida,MA,1,1,1,1,1,1,0,0,0,0,0,0,0
559,Maracaçumé,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Marajá do Sena,MA,1,1,1,1,1,1,1,0,1,0,0,0,0
561,Maranhãozinho,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
562,Mata Roma,MA,1,0,1,0,0,1,0,0,0,1,0,0,0
563,Matinha,MA,1,0,1,0,0,0,0,0,0,1,0,0,0
564,Matões,MA,1,0,1,1,0,0,0,0,0,1,1,1,1
565,Matões do Norte,MA,1,0,1,0,0,0,0,0,0,0,0,1,1
566,Milagres do Maranhão,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Mirador,MA,1,0,0,1,0,1,0,0,0,0,0,0,0
568,Miranda do Norte,MA,0,0,0,0,0,0,0,0,0,0,0,1,1
569,Mirinzal,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Monção,MA,1,0,1,1,1,1,0,0,0,1,1,0,0
571,Montes Altos,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
572,Morros,MA,1,0,0,0,0,1,0,0,0,0,0,0,0
573,Nina Rodrigues,MA,1,0,1,1,0,0,0,0,0,0,0,0,0
574,Nova Colinas,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
575,Nova Iorque,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
576,Nova Olinda do Maranhão,MA,1,0,1,0,0,1,0,0,0,1,0,1,1
577,Olho dÁgua das Cunhãs,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
578,Olinda Nova do Maranhão,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Paço do Lumiar,MA,1,0,1,1,0,1,0,0,0,0,0,0,0
580,Palmeirândia,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
581,Paraibano,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Parnarama,MA,0,0,0,0,0,1,0,0,0,0,0,1,1
583,Passagem Franca,MA,1,0,0,0,1,1,0,0,0,0,0,0,0
584,Pastos Bons,MA,1,0,0,1,0,0,0,0,0,0,0,0,0
585,Paulino Neves,MA,1,0,1,0,0,0,0,1,0,1,0,1,1
586,Paulo Ramos,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
587,Pedreiras,MA,1,1,1,1,0,0,0,0,0,1,1,1,1
588,Pedro do Rosário,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Penalva,MA,1,0,1,0,0,0,0,0,0,0,0,1,1
590,Peri Mirim,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Peritoró,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
592,Pindaré-Mirim,MA,1,0,1,0,1,0,0,0,0,0,0,1,1
593,Pinheiro,MA,1,0,1,0,0,0,0,0,0,0,0,0,0
594,Pio XII,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
595,Pirapemas,MA,1,0,0,0,0,0,0,0,0,0,0,0,0
596,Poção de Pedras,MA,0,0,0,0,0,0,0,0,0,0,0,1,1
597,Porto Franco,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
598,Porto Rico do Maranhão,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Presidente Dutra,MA,1,0,1,1,0,0,0,0,0,0,0,1,1
600,Presidente Juscelino,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
601,Presidente Médici,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
602,Presidente Sarney,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Presidente Vargas,MA,1,1,1,1,0,1,0,0,0,0,0,0,1
604,Primeira Cruz,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
605,Raposa,MA,1,0,1,0,0,1,0,0,0,0,0,0,0
606,Riachão,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Ribamar Fiquene,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
608,Rosário,MA,1,0,1,0,0,0,0,0,0,0,0,1,1
609,Sambaíba,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
610,Santa Filomena do Maranhão,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Santa Helena,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Santa Inês,MA,1,0,1,0,0,1,0,0,0,0,0,0,0
613,Santa Luzia,MA,1,1,1,0,1,0,0,0,0,1,0,1,1
614,Santa Luzia do Paruá,MA,0,0,0,1,0,1,0,0,0,0,0,1,1
615,Santa Quitéria do Maranhão,MA,1,0,1,1,0,0,0,0,0,1,0,0,0
616,Santa Rita,MA,1,0,0,0,0,1,0,0,0,0,0,0,0
617,Santana do Maranhão,MA,0,0,0,0,1,1,0,0,0,0,0,1,1
618,Santo Amaro do Maranhão,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
619,Santo Antônio dos Lopes,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
620,São Benedito do Rio Preto,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
621,São Bento,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
622,São Bernardo,MA,1,0,1,0,0,0,0,0,0,1,0,1,1
623,São Domingos do Azeitão,MA,0,0,0,0,1,1,0,0,0,0,0,0,0
624,São Domingos do Maranhão,MA,1,0,0,1,1,1,0,0,0,0,0,0,0
625,São Félix de Balsas,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
626,São Francisco do Brejão,MA,0,1,0,1,0,1,0,0,1,0,0,0,0
627,São Francisco do Maranhão,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
628,São João Batista,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
629,São João do Carú,MA,1,0,0,0,0,1,0,0,0,0,0,0,0
630,São João do Paraíso,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
631,São João do Soter,MA,0,0,1,0,0,1,0,0,0,1,0,0,0
632,São João dos Patos,MA,1,0,1,0,0,1,0,0,0,0,0,0,0
633,São José de Ribamar,MA,1,1,1,1,0,0,0,0,0,0,0,1,1
634,São José dos Basílios,MA,1,0,1,1,0,1,0,0,0,1,1,0,0
635,São Luís,MA,1,1,1,0,0,0,0,0,0,0,0,1,1
636,São Luís Gonzaga do Maranhão,MA,1,0,1,0,0,1,0,0,0,1,0,0,0
637,São Mateus do Maranhão,MA,1,0,1,0,0,1,0,0,0,0,0,0,0
638,São Pedro da Água Branca,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
639,São Pedro dos Crentes,MA,0,0,0,1,0,1,0,0,0,0,0,0,0
640,São Raimundo das Mangabeiras,MA,0,0,0,0,0,1,0,0,0,0,0,1,1
641,São Raimundo do Doca Bezerra,MA,0,1,0,0,0,1,0,0,0,0,0,0,1
642,São Roberto,MA,1,0,1,1,0,1,0,0,0,1,1,0,0
643,São Vicente Ferrer,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Satubinha,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
645,Senador Alexandre Costa,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Senador La Rocque,MA,1,0,1,1,1,0,0,1,0,1,1,0,0
647,Serrano do Maranhão,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Sítio Novo,MA,1,0,1,1,0,1,1,0,0,1,1,1,1
649,Sucupira do Norte,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Sucupira do Riachão,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
651,Tasso Fragoso,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
652,Timbiras,MA,1,0,1,1,0,0,0,0,0,1,1,0,0
653,Timon,MA,1,0,1,1,0,0,0,0,0,1,0,1,1
654,Trizidela do Vale,MA,1,0,1,1,1,0,0,0,0,0,0,0,0
655,Tufilândia,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
656,Tuntum,MA,1,0,1,1,0,0,0,0,0,0,0,0,0
657,Turiaçu,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Turilândia,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Tutóia,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Urbano Santos,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
661,Vargem Grande,MA,1,0,1,0,0,0,0,0,0,0,0,0,0
662,Viana,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Vila Nova dos Martírios,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
664,Vitória do Mearim,MA,1,0,1,1,0,0,0,0,0,0,0,1,1
665,Vitorino Freire,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
666,Zé Doca,MA,0,0,0,0,0,1,0,0,0,0,0,0,0
667,Acauã,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
668,Agricolândia,PI,0,0,0,0,1,1,0,0,0,0,0,0,0
669,Água Branca,PI,0,0,0,0,0,1,1,0,0,0,0,0,0
670,Alagoinha do Piauí,PI,0,0,0,0,1,1,0,0,0,0,0,0,0
671,Alegrete do Piauí,PI,0,0,0,0,0,0,0,0,0,0,0,1,1
672,Alto Longá,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
673,Altos,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
674,Alvorada do Gurguéia,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
675,Amarante,PI,0,0,0,0,0,0,0,0,0,0,0,1,1
676,Angical do Piauí,PI,1,0,1,0,0,1,0,0,0,0,0,0,0
677,Anísio de Abreu,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
678,Antônio Almeida,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
679,Aroazes,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
680,Aroeiras do Itaim,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
681,Arraial,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
682,Assunção do Piauí,PI,0,0,0,0,1,1,1,0,0,0,0,0,0
683,Avelino Lopes,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
684,Baixa Grande do Ribeiro,PI,0,0,0,0,0,0,0,0,0,0,0,1,1
685,Barra DAlcântara,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
686,Barras,PI,1,0,1,1,0,0,0,0,0,0,0,1,1
687,Barreiras do Piauí,PI,0,0,0,0,1,1,0,0,0,0,0,0,0
688,Barro Duro,PI,0,0,0,0,1,1,0,0,0,0,0,0,0
689,Batalha,PI,1,0,1,1,0,0,0,0,0,1,1,0,0
690,Bela Vista do Piauí,PI,1,0,1,1,1,1,0,0,0,1,1,0,0
691,Belém do Piauí,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
692,Beneditinos,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
693,Bertolínia,PI,1,0,0,0,0,1,0,0,0,0,0,0,0
694,Betânia do Piauí,PI,0,0,0,0,0,1,0,0,0,0,0,1,1
695,Boa Hora,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
696,Bocaina,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
697,Bom Jesus,PI,0,0,0,1,0,1,0,0,0,0,1,0,0
698,Bom Princípio do Piauí,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
699,Bonfim do Piauí,PI,0,0,0,0,0,1,0,0,0,0,0,0,0
